ComponentName,FaultProbability
org.apache.commons.math3.distribution.PoissonDistributionTest:makeDistribution,0.309
org.apache.commons.math.linear.ArrayFieldVector:mapAdd,0
org.apache.commons.math3.analysis.interpolation.UnivariatePeriodicInterpolatorTest:testLessThanOnePeriodCoverage,0.02
org.apache.commons.math.util.ArithmeticsUtilsTest:binomialCoefficient,0
org.apache.commons.math3.optimization.direct.AbstractSimplex:createHypercubeSteps,0.19
org.apache.commons.math.linear.BiDiagonalTransformerTest:<init>,0
org.apache.commons.math.geometry.euclidean.threeD.Line:toSpace,0.046
org.spaceroots.mantissa.geometry.ImmutableVector3D:addToSelf,0
org.apache.commons.math.ode.MultistepIntegrator:reset,0
org.apache.commons.math3.geometry.VectorFormat:getPrefix,0.309
org.apache.commons.math.analysis.integration.RombergIntegrator:<init>,0
org.apache.commons.math3.linear.ConjugateGradientTest:testUnpreconditionedNormOfResidual,0.02
org.apache.commons.math.analysis.solvers.SecantBase:doSolve,0.04
org.apache.commons.math3.stat.regression.GLSMultipleLinearRegression:calculateBetaVariance,0.493
org.apache.commons.math3.special.BetaTest:testLogGammaMinusLogGammaSumPrecondition1,0.038
org.apache.commons.math3.random.RandomDataTest:testNextBeta,0.03
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:computeGeometricalProperties,0.29
org.apache.commons.math.optimization.general.GaussNewtonOptimizerTest:testMoreEstimatedParametersUnsorted,0
org.apache.commons.math3.analysis.solvers.MullerSolver2Test:testExpm1Function,0.02
org.apache.commons.math3.stat.descriptive.MultivariateSummaryStatistics:getStandardDeviation,0.02
org.apache.commons.math.linear.AbstractRealVector:mapTan,0
org.apache.commons.math3.analysis.interpolation.SplineInterpolator:interpolate,0.02
org.apache.commons.math3.dfp.Dfp:classify,0.309
org.apache.commons.math3.ode.AbstractIntegrator:setStateInitialized,0.309
org.apache.commons.math3.linear.SparseRealVectorTest:projection,0.309
org.apache.commons.math3.ode.nonstiff.AdamsNordsieckTransformer:<init>,0.02
org.apache.commons.math3.filter.KalmanFilterTest:assertVectorEquals,0.13
org.apache.commons.math.ode.nonstiff.TestProblem6:doComputeDerivatives,0
org.apache.commons.math.estimation.MinpackTest:getTheoreticalValue,0
org.apache.commons.math3.distribution.KolmogorovSmirnovDistribution:roundedK,0.04
org.apache.commons.math.linear.SparseRealVectorTest:mapAsin,0
org.apache.commons.math3.util.FastMathTest:checkMissingFastMathClasses,0.095
org.apache.commons.math3.exception.MaxCountExceededExceptionTest:testAccessors,0.095
org.apache.commons.math.RealMatrixImpl:getDeterminant,0
org.apache.commons.math3.stat.regression.MultipleLinearRegressionAbstractTest:testYSampleDataNull,0.309
org.apache.commons.math3.linear.AbstractRealMatrix:setSubMatrix,0.02
org.apache.commons.math.util.OpenIntToDoubleHashMap:findInsertionIndex,0
org.apache.commons.math.linear.AbstractFieldMatrix:getColumnVector,0
org.apache.commons.math.optimization.VectorialPointValuePair:getValue,0
org.apache.commons.math.random.Well512a:t2,0
org.apache.commons.math.random.Well512a:t3,0
org.apache.commons.math.random.Well512a:t0,0
org.apache.commons.math.random.Well512a:t1,0
org.apache.commons.math.analysis.integration.TrapezoidIntegrator:integrate,0
org.apache.commons.math.random.Well512a:t7,0
org.apache.commons.math3.fraction.ProperBigFractionFormat:getWholeFormat,0.309
org.apache.commons.math.random.Well512a:t5,0
org.apache.commons.math.stat.univariate.StatisticalSummaryValues:equals,0
org.apache.commons.math3.linear.SparseRealVectorTest:unitVector,0.309
org.apache.commons.math.analysis.SimpsonIntegratorTest:testSinFunction,0
org.apache.commons.math3.analysis.interpolation.LoessInterpolatorTest:testIncreasingRobustnessItersIncreasesSmoothnessWithOutliers,0.02
org.apache.commons.math.linear.EigenSolverTest:<init>,0
org.apache.commons.math3.exception.MaxCountExceededException:<init>,0.095
org.spaceroots.mantissa.algebra.Chebyshev:setMaxDegree,0
org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer:getConvergenceChecker,0
org.apache.commons.math.linear.RealVectorImpl:mapSignum,0
org.apache.commons.math3.random.RandomDataGenerator:nextGamma,0.038
org.apache.commons.math3.optim.linear.SimplexSolver:<init>,0.038
org.apache.commons.math.MathException:getArguments,0
org.apache.commons.math3.genetics.BinaryChromosome:<init>,0.309
org.apache.commons.math.stat.univariate.moment.VarianceTest:testNaN,0
org.apache.commons.math3.distribution.PascalDistribution:getProbabilityOfSuccess,0.309
org.apache.commons.math.linear.BlockRealMatrix:scalarAdd,0
org.apache.commons.math.geometry.Vector3DFormat:<init>,0
org.apache.commons.math.optimization.linear.SimplexTableauTest:testdiscardArtificialVariables,0
org.apache.commons.math3.linear.QRDecomposition:decompose,0.038
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest:testAckley,0.038
org.apache.commons.math.linear.SparseRealVectorTest:getNorm,0
org.apache.commons.math3.linear.QRDecompositionTest:checkUpperTriangular,0.03
org.apache.commons.math3.linear.OpenMapRealVector:getSparsity,0.309
org.spaceroots.mantissa.ode.ContinuousOutputModelTest:<init>,0
org.apache.commons.math3.TestUtils:eliminateZeroMassPoints,0.27
org.apache.commons.math.Univariate:setMax,0
org.apache.commons.math3.geometry.euclidean.threed.Vector3DTest:testAngle,0.04
org.apache.commons.math3.analysis.differentiation.DerivativeStructure:log,0.038
org.apache.commons.math3.linear.BlockRealMatrixTest:testSeveralBlocks,0.27
org.apache.commons.math.stat.inference.TestUtils:chiSquareTestDataSetsComparison,0
org.apache.commons.math3.stat.regression.SimpleRegression:getSumOfCrossProducts,0.309
org.apache.commons.math.distribution.AbstractContinuousDistribution:reseedRandomGenerator,0.037
org.apache.commons.math.transform.FastHadamardTransformerTest:test4Points,0
org.apache.commons.math3.linear.ConjugateGradientTest:iterationPerformed,0.309
org.apache.commons.math.optimization.DirectSearchOptimizer:evaluateCost,0
org.apache.commons.math.linear.RealVectorImpl:mapSqrtToSelf,0
org.apache.commons.math.transform.RealTransformerAbstractTest:testInverseTransformFunctionNotStrictlyPositiveNumberOfSamples,0.09
org.apache.commons.math.geometry.Vector3DFormat:parseObject,0
org.apache.commons.math.linear.DenseFieldMatrix:getRow,0
org.apache.commons.math3.random.BitsStreamGenerator:nextBytes,0.04
org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest:testOneSet,0.038
org.apache.commons.math3.geometry.euclidean.threed.Vector3DTest:testConstructors,0.02
org.apache.commons.math3.linear.FieldMatrixImplTest:testPower,0.02
org.apache.commons.math.stat.ranking.NaturalRankingTest:testNaNsMinimalTiesMaximum,0
org.apache.commons.math3.geometry.euclidean.oned.SubOrientedPoint:side,0.095
org.apache.commons.math3.optimization.general.StatisticalReferenceDataset:getData,0.025
org.apache.commons.math3.linear.AbstractFieldMatrix:power,0.02
org.apache.commons.math.MathUtilsTest:binomialCoefficient,0
org.apache.commons.math3.optim.linear.SimplexTableauTest:assertMatrixEquals,0.038
org.spaceroots.mantissa.geometry.Vector3DTest:suite,0
org.apache.commons.math.optimization.linear.NoFeasibleSolutionException:<init>,0
org.apache.commons.math.distribution.DiscreteDistributionAbstractTest:getInverseCumulativeTestValues,0
org.apache.commons.math.analysis.solvers.BisectionSolverTest:testResetMaximalIterationCount,0
org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizer:precondition,0.038
org.apache.commons.math3.dfp.BracketingNthOrderBrentSolverDFP:getEvaluations,0.309
org.apache.commons.math3.linear.ArrayFieldVectorTest:mapDivideToSelf,0.309
org.apache.commons.math3.stat.clustering.KMeansPlusPlusClustererTest:equals,0.13
org.apache.commons.math.linear.Array2DRowRealMatrixTest:testSetRowMatrix,0
org.apache.commons.math3.linear.SingularValueDecompositionTest:testConditionNumber,0.06
org.apache.commons.math.linear.OpenMapRealVector:mapCeil,0
org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerStepInterpolatorTest:derivativesConsistency,0.03
org.apache.commons.math3.stat.descriptive.AggregateSummaryStatistics:getMean,0.065
org.apache.commons.math.distribution.NormalDistributionImpl:setMeanInternal,0
org.apache.commons.math.MathRuntimeException:createIllegalStateException,0
org.apache.commons.math3.util.FastMathTest:testAcosSpecialCases,0.02
org.apache.commons.math3.stat.ranking.NaturalRanking:fill,0.06
org.apache.commons.math.linear.MatrixIndexExceptionTest:testConstructorMessage,0
org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunctionTest:testPreconditions,0.27
org.apache.commons.math.util.MathUtilsTest:testIndicatorFloat,0
org.apache.commons.math.random.UncorrelatedRandomVectorGeneratorTest:setUp,0
org.apache.commons.math.ode.NordsieckTransformer:buildP,0
org.apache.commons.math3.linear.BlockFieldMatrix:walkInRowOrder,0.02
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:RotationTransform,0.095
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizerTest:testRelativeToleranceOnScaledValues,0.038
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:getConstantTerm,0.309
org.apache.commons.math3.distribution.PoissonDistributionTest:checkProbability,0.19
org.apache.commons.math.complex.ComplexUtilsTest:testExpNull,0
org.apache.commons.math.estimation.EstimatedParameterTest:checkValue,0
org.apache.commons.math3.dfp.DfpField:<init>,0.02
org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolatorTest:testSinFunction,0.04
org.apache.commons.math.estimation.GaussNewtonEstimatorTest:testNoDependency,0
org.apache.commons.math3.dfp.DfpMath:acos,0.03
org.apache.commons.math.complex.ComplexUtils:tanh,0
org.apache.commons.math.linear.RealLinearOperator:operate,0
org.apache.commons.math.distribution.PascalDistributionTest:makeDistribution,0
org.apache.commons.math.genetics.ListPopulation:setPopulationLimit,0
org.apache.commons.math3.stat.regression.AbstractMultipleLinearRegression:estimateRegressionParametersStandardErrors,0.03
org.apache.commons.math3.fitting.CurveFitterTest:testMath303,0.038
org.apache.commons.math.linear.SingularValueDecompositionImplTest:testDimensions,0.051
org.apache.commons.math.stat.descriptive.SynchronizedDescriptiveStatisticsTest:suite,0
org.apache.commons.math.complex.ComplexUtils:acos,0
org.spaceroots.mantissa.ode.TestProblem1:doComputeDerivatives,0
org.apache.commons.math.analysis.SplineInterpolatorTest:<init>,0
org.apache.commons.math.stat.univariate.summary.Product:getValue,0
org.apache.commons.math.FunctionEvaluationExceptionTest:testConstructorArgumentCause,0
org.apache.commons.math.stat.descriptive.moment.VectorialMeanTest:testMismatch,0
org.apache.commons.math3.ode.events.EventFilter:<init>,0.038
org.apache.commons.math3.ode.nonstiff.DormandPrince853StepInterpolator:doFinalize,0.02
org.apache.commons.math3.optimization.linear.SimplexTableau:getData,0.309
org.apache.commons.math.optimization.direct.NelderMeadTest:testMaxEvaluations,0
org.apache.commons.math.analysis.solvers.BisectionSolverTest:testSetAbsoluteAccuracy,0
org.apache.commons.math3.transform.FastCosineTransformerTest:testAdHocData,0.02
org.apache.commons.math3.linear.RealVector:outerProduct,0.1
org.apache.commons.math3.ode.nonstiff.ThreeEighthesStepInterpolator:computeInterpolatedStateAndDerivatives,0.02
org.apache.commons.math3.stat.descriptive.UnivariateStatisticAbstractTest:testEvaluation,0.06
org.apache.commons.math.stat.univariate.DescriptiveStatistics:toString,0
org.apache.commons.math3.distribution.FDistribution:cumulativeProbability,0.02
org.apache.commons.math.linear.RealVectorImplTest:mapUlp,0
org.apache.commons.math.geometry.euclidean.oned.OrientedPoint:side,0
org.apache.commons.math.TestUtils:assertContains,0
org.spaceroots.mantissa.ode.HighamHall54IntegratorTest:KeplerHandler,0
org.apache.commons.math.stat.descriptive.StorelessUnivariateStatisticAbstractTest:testSerial,0
org.apache.commons.math.ode.sampling.NordsieckStepInterpolator:reinitialize,0
org.apache.commons.math3.random.RandomDataGeneratorTest:testNextPoisson,0.038
org.apache.commons.math3.distribution.IntegerDistributionAbstractTest:verifyInverseCumulativeProbabilities,0.19
org.apache.commons.math3.util.OpenIntToDoubleHashMap:hashOf,0.095
org.apache.commons.math3.util.MathUtils:<init>,0.019
org.apache.commons.math.linear.Array2DRowRealMatrixTest:testFrobeniusNorm,0
org.apache.commons.math3.distribution.ChiSquaredDistribution:<init>,0.095
org.apache.commons.math3.optimization.direct.CMAESOptimizer:repair,0.02
org.apache.commons.math.linear.EigenDecompositionImplTest:testBigMatrix,0.02
org.apache.commons.math3.random.RandomGeneratorAbstractTest:testNextSecureLongNegativeToPositiveRange,0.019
org.apache.commons.math.complex.ComplexTest:testAcosNaN,0
org.apache.commons.math3.complex.Complex:divide,0.02
org.apache.commons.math.linear.SparseRealMatrixTest:setUp,0
org.apache.commons.math.linear.AbstractRealVector:mapCoshToSelf,0.01
org.apache.commons.math3.stat.FrequencyTest:setUp,0.309
org.apache.commons.math3.distribution.TriangularDistribution:isSupportLowerBoundInclusive,0.309
org.apache.commons.math.linear.ArrayRealVector:mapExpm1,0
org.apache.commons.math3.optimization.PointValuePair:writeReplace,0.196
org.apache.commons.math.transform.FastFourierTransformerTest:testUnitaryTransformFunctionNotStrictlyPositiveNumberOfSamples,0.199
org.apache.commons.math.geometry.RotationOrderTest:<init>,0
org.apache.commons.math3.distribution.DiscreteRealDistribution:getSupportLowerBound,0.038
org.apache.commons.math3.linear.BlockRealMatrixTest:testPremultiplyVector,0.02
org.apache.commons.math3.random.RandomDataTest:findSample,0.02
org.apache.commons.math3.complex.ComplexTest:testExpNaN,0.309
org.apache.commons.math3.random.UniformRandomGeneratorTest:testMeanAndStandardDeviation,0.02
org.apache.commons.math3.dfp.DfpField:getOne,0.309
org.apache.commons.math.fraction.BigFractionFormatTest:testNumeratorFormat,0
org.apache.commons.math.stat.descriptive.SummaryStatisticsImplTest:testN0andN1Conditions,0
org.apache.commons.math3.linear.Array2DRowFieldMatrix:getEntry,0.06
org.apache.commons.math.geometry.Vector3DTest:checkVector,0.05
org.apache.commons.math3.stat.descriptive.moment.VarianceTest:testWeightedVariance,0.04
org.apache.commons.math3.linear.MatrixUtilsTest:testIsSymmetric,0.038
org.apache.commons.math.ode.GillIntegrator:<init>,0
org.apache.commons.math.geometry.Vector3DFormatAbstractTest:testConstructorSingleFormat,0
org.apache.commons.math3.util.Decimal64:ceil,0.038
org.apache.commons.math3.optim.univariate.UnivariateObjectiveFunction:<init>,0.038
org.apache.commons.math.linear.AbstractRealMatrix:add,0
org.apache.commons.math.linear.SparseRealVectorTest:getL1Distance,0
org.apache.commons.math3.analysis.function.Logit:derivative,0.13
org.apache.commons.math3.geometry.partitioning.BSPTree:getParent,0.309
org.apache.commons.math3.optimization.MultivariateMultiStartOptimizerTest:getCount,0.309
org.apache.commons.math3.fraction.BigFraction:getNumerator,0.309
org.apache.commons.math3.distribution.MultivariateNormalMixtureModelDistributionTest:testSampling,0.038
org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest:testVectorFunction,0.038
org.apache.commons.math3.genetics.GeneticAlgorithmTestPermutations:randomPopulation,0.13
org.apache.commons.math3.linear.QRDecompositionTest:checkDimension,0.05
org.apache.commons.math3.dfp.DfpField:getPiSplit,0.309
org.apache.commons.math.distribution.ZipfDistribution:getDomainLowerBound,0.01
org.apache.commons.math.linear.MatrixUtilsTest:testCreateBigMatrix,0
org.apache.commons.math3.ml.clustering.KMeansPlusPlusClustererTest:compute,0.038
org.apache.commons.math.linear.OpenMapRealVector:getData,0
org.apache.commons.math3.linear.TriDiagonalTransformer:<init>,0.04
org.apache.commons.math.transform.FastHadamardTransformer:inversetransform,0
org.apache.commons.math.RandomDataImpl:getSecRan,0
org.spaceroots.mantissa.ode.ClassicalRungeKuttaIntegrator:<init>,0
org.apache.commons.math.stat.UnivariateImpl:getPercentile,0
org.apache.commons.math3.complex.ComplexTest:testConjugate,0.06
org.apache.commons.math3.optimization.direct.PowellOptimizer:newPointAndDirection,0.02
org.apache.commons.math3.linear.ArrayRealVectorTest:create,0.337
org.spaceroots.mantissa.optimization.NelderMeadTest:ValueChecker,0
org.apache.commons.math.stat.Frequency:equals,0
org.apache.commons.math.stat.UnivariateImpl:insertValue,0
org.apache.commons.math3.dfp.Dfp:sinh,0.038
org.apache.commons.math3.linear.ArrayRealVectorTest:unsupported,0.309
org.apache.commons.math3.geometry.euclidean.threed.FieldVector3DTest:testNormSq,0.038
org.apache.commons.math3.dfp.Dfp:asinh,0.038
org.apache.commons.math3.geometry.euclidean.threed.Rotation:revert,0.309
org.apache.commons.math3.stat.descriptive.SynchronizedMultivariateSummaryStatistics:setMinImpl,0.309
org.apache.commons.math.complex.ComplexUtilsTest:testTanhNaN,0
org.apache.commons.math.analysis.integration.UnivariateRealIntegratorImpl:resetRelativeAccuracy,0
org.apache.commons.math.optimization.MultiStartScalarDifferentiableOptimizer:getEvaluations,0
org.apache.commons.math.analysis.solvers.BaseSecantSolverTest:testSolutionLeftSide,0.02
org.apache.commons.math.util.OpenIntToDoubleHashMap:hashCode,0
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximizationTest:testIncompatibleIntialMixture,0.038
org.apache.commons.math.linear.AbstractFieldMatrix:setRowVector,0
org.apache.commons.math3.ode.nonstiff.GillIntegratorTest:init,0.069
org.apache.commons.math3.special.BetaTest:testBcorrPrecondition1,0.038
org.apache.commons.math3.stat.descriptive.SynchronizedSummaryStatistics:getMaxImpl,0.309
org.apache.commons.math.random.RandomDataTest:testNextPoissonLargeMean,0
org.apache.commons.math.linear.DenseFieldMatrixTest:visit,0
org.apache.commons.math.util.ResizableDoubleArray:getExpansionFactor,0
org.apache.commons.math3.ode.ExpandableStatefulODE:getPrimaryState,0.309
org.apache.commons.math.ExpandableDoubleArray:getMin,0
org.apache.commons.math.ode.GraggBulirschStoerIntegratorTest:testVariableSteps,0
org.apache.commons.math3.linear.BlockFieldMatrixTest:testCopySubMatrix,0.02
org.apache.commons.math3.geometry.euclidean.threed.RotationTest:testQuaternion,0.02
org.apache.commons.math3.fraction.BigFraction:getNumeratorAsLong,0.309
org.apache.commons.math.stat.StoreUnivariateImpl:internalValues,0
org.apache.commons.math.geometry.Vector3DFormatAbstractTest:setUp,0
org.apache.commons.math3.stat.descriptive.DescriptiveStatistics:getWindowSize,0.309
org.apache.commons.math3.dfp.DfpDec:<init>,0.309
org.apache.commons.math3.random.RandomDataGenerator:nextPermutation,0.038
org.apache.commons.math.geometry.euclidean.oneD.OrientedPoint:intersection,0.046
org.apache.commons.math3.linear.ArrayRealVectorTest:unitize,0.309
org.apache.commons.math3.stat.inference.TTest:t,0.309
org.apache.commons.math3.genetics.DummyListChromosome:newFixedLengthChromosome,0.196
org.apache.commons.math.stat.regression.OLSMultipleLinearRegressionTest:cannotAddXSampleData,0
org.apache.commons.math.random.CorrelatedRandomVectorGeneratorTest:suite,0
org.apache.commons.math.BivariateRegression:predict,0
org.apache.commons.math3.optimization.SimpleVectorValueCheckerTest:testIterationCheck,0.038
org.apache.commons.math.stat.inference.OneWayAnovaTest:testAnovaFValue,0
org.apache.commons.math3.linear.RealMatrixFormatAbstractTest:testParseNoComponents,0.038
org.apache.commons.math.ode.sampling.NordsieckStepInterpolator:readExternal,0
org.apache.commons.math.stat.univariate.DescriptiveStatisticsImplTest:StoreUnivariateImplTest,0
org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest:eventOccurred,0.095
org.apache.commons.math3.optimization.general.StatisticalReferenceDataset:<init>,0.38
org.apache.commons.math.ode.nonstiff.MultistepIntegrator:handleStep,0
org.apache.commons.math.stat.regression.GLSMultipleLinearRegressionTest:cannotAddNullCovarianceData,0
org.apache.commons.math3.linear.ArrayRealVectorTest:toArray,0.309
org.apache.commons.math3.complex.ComplexTest:testAcos,0.19
org.apache.commons.math3.geometry.euclidean.twod.SubLineTest:testSeveralSegments,0.19
org.apache.commons.math3.AbstractExtendedFieldElementTest:testAtan2,0.038
org.apache.commons.math3.stat.FrequencyTest:testIntegerValues,0.02
org.apache.commons.math3.fraction.BigFraction:getDenominatorAsInt,0.309
org.apache.commons.math3.stat.descriptive.summary.Product:increment,0.095
org.apache.commons.math.stat.inference.ChiSquareTestImpl:chiSquareDataSetsComparison,0
org.apache.commons.math.geometry.Vector3DFormat:format,0.02
org.apache.commons.math.stat.univariate.AbstractDescriptiveStatistics:getKurtosisClass,0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:rotateCW,0.02
org.apache.commons.math.linear.DenseRealMatrix:getColumn,0
org.apache.commons.math.analysis.solvers.MullerSolverTest:testDeprecated2,0
org.spaceroots.mantissa.ode.GillIntegratorTest:suite,0
org.apache.commons.math3.linear.SchurTransformerTest:testSchurForm,0.035
org.apache.commons.math3.dfp.Dfp:trunc,0.28
org.apache.commons.math.linear.AbstractRealMatrix:isSingular,0
org.apache.commons.math3.distribution.MixtureMultivariateNormalDistribution:<init>,0.038
org.apache.commons.math3.ode.nonstiff.ThreeEighthesStepInterpolator:<init>,0.309
org.apache.commons.math3.primes.SmallPrimes:<init>,0.038
org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer:getIterationCount,0
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest:getMaximumPosition,0.038
org.apache.commons.math3.stat.descriptive.StatisticalSummaryValues:getSum,0.309
org.apache.commons.math.fraction.BigFractionFormatTest:testLongFormat,0
org.apache.commons.math3.optimization.direct.MultivariateFunctionMappingAdapter:LowerBoundMapper,0.309
org.apache.commons.math3.analysis.polynomials.PolynomialFunctionTest:testAddition,0.02
org.apache.commons.math.stat.descriptive.SummaryStatisticsTest:testGetSummary,0
org.apache.commons.math.linear.AbstractFieldMatrix:walkInRowOrder,0
org.apache.commons.math.ode.MultistepIntegrator:getFinalState,0
org.apache.commons.math3.linear.BlockFieldMatrixTest:testOperate,0.03
org.apache.commons.math3.stat.inference.TestUtilsTest:testOneSampleTTest,0.02
org.apache.commons.math3.fraction.FractionTest:testEqualsAndHashCode,0.03
org.apache.commons.math3.optim.univariate.BrentOptimizerTest:testQuinticMin,0.038
org.apache.commons.math.ode.nonstiff.DormandPrince853IntegratorTest:testNoDenseOutput,0
org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDSTest:testCompose,0.038
org.apache.commons.math.stat.UnivariateImpl:getSumCube,0
org.apache.commons.math.linear.BiDiagonalTransformerTest:testMatricesValues,0
org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegrator:initializeArrays,0.02
org.apache.commons.math.stat.univariate.moment.FirstMoment:getValue,0
org.apache.commons.math.optimization.direct.NelderMeadTest:converged,0
org.apache.commons.math3.geometry.euclidean.threed.Vector3DTest:testCrossProductCancellation,0.02
org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest:getN,0
org.apache.commons.math3.ode.nonstiff.DormandPrince54StepInterpolatorTest:derivativesConsistency,0.02
org.apache.commons.math.util.ResizableDoubleArrayTest:setUp,0
org.apache.commons.math3.distribution.WeibullDistribution:getSupportLowerBound,0.309
org.apache.commons.math3.util.MultidimensionalCounter:<init>,0.02
org.apache.commons.math.optimization.general.MinpackTest:testMinpackLinearRank1ZeroColsAndRows,0
org.apache.commons.math3.ode.nonstiff.AdamsNordsieckTransformer:getNSteps,0.309
org.apache.commons.math.random.CorrelatedRandomVectorGeneratorTest:testRank,0
org.spaceroots.mantissa.ode.ContinuousOutputModel:getInterpolatedTime,0
org.apache.commons.math.geometry.euclidean.threeD.PolyhedronsSet:addContribution,0
org.apache.commons.math3.ode.nonstiff.HighamHall54IntegratorTest:getDimension,0.309
org.apache.commons.math.linear.SparseRealVectorTest:getData,0
org.apache.commons.math.genetics.DummyBinaryChromosome:<init>,0
org.apache.commons.math3.linear.RealVectorTest:setSubVector,0.309
org.apache.commons.math3.ode.TestProblemAbstract:setInitialConditions,0.06
org.apache.commons.math3.AbstractExtendedFieldElementTest:testRootN,0.038
org.apache.commons.math3.complex.QuaternionTest:testConjugate,0.038
org.apache.commons.math3.geometry.euclidean.threed.FieldVector3D:hashCode,0.038
org.apache.commons.math3.complex.ComplexUtilsTest:testPolar2ComplexIllegalModulus,0.309
org.apache.commons.math3.random.EmpiricalDistribution:getSupportLowerBound,0.038
org.apache.commons.math3.util.FastMathCalc:splitReciprocal,0.02
org.apache.commons.math3.random.RandomDataTest:testNextIntPositiveRange,0.19
org.apache.commons.math.transform.FastFourierTransformerTest:testStandardInverseTransformFunctionNotStrictlyPositiveNumberOfSamples,0.199
org.apache.commons.math3.complex.QuaternionTest:testGetInverse,0.038
org.apache.commons.math.linear.SparseRealMatrixTest:testNorm,0
org.apache.commons.math.analysis.PolynomialFunctionLagrangeForm:getInterpolatingValues,0
org.apache.commons.math.fraction.FractionTest:testDivide,0
org.apache.commons.math3.distribution.MultivariateNormalDistributionTest:testDensities,0.038
org.apache.commons.math3.geometry.euclidean.threed.Vector3D:getNorm,0.095
org.apache.commons.math.linear.AbstractFieldMatrix:operate,0
org.apache.commons.math.stat.descriptive.DescriptiveStatistics:replaceMostRecentValue,0
org.apache.commons.math.linear.EigenDecompositionImpl:dqds,0
org.apache.commons.math3.linear.ArrayFieldVectorTest:getField,0.309
org.apache.commons.math3.optimization.direct.CMAESOptimizer:FitnessFunction,0.095
org.apache.commons.math3.distribution.ChiSquaredDistributionTest:makeCumulativeTestPoints,0.065
org.apache.commons.math.util.BeanTransformer:transform,0
org.apache.commons.math3.linear.RealVectorAbstractTest:testMapSubtractToSelf,0.038
org.apache.commons.math3.distribution.MultivariateNormalDistributionTest:testGetMean,0.038
org.apache.commons.math3.linear.RealVectorTest:testEbeDivideMixedTypes,0.239
org.apache.commons.math.linear.InvalidMatrixExceptionTest:testConstructor,0
org.apache.commons.math3.linear.ArrayRealVectorTest:mapSubtract,0.309
org.apache.commons.math.optimization.linear.SimplexSolver:getEpsilon,0
org.apache.commons.math.linear.SparseFieldMatrixTest:testAddFail,0
org.apache.commons.math.stat.regression.AbstractMultipleLinearRegression:newXSampleData,0.002
org.apache.commons.math3.genetics.CycleCrossoverTest:testCrossoverInvalidFixedLengthChromosomeFirst,0.038
org.apache.commons.math.ode.MultistepIntegrator:setMaxGrowth,0
org.apache.commons.math3.distribution.FDistribution:getSupportUpperBound,0.309
org.apache.commons.math.fraction.Fraction:multiply,0
org.apache.commons.math.stat.descriptive.AggregateSummaryStatistics:getMean,0
org.apache.commons.math3.fraction.BigFractionFormatTest:testParseInvalidDenominator,0.04
org.apache.commons.math3.distribution.FDistribution:getSolverAbsoluteAccuracy,0.309
org.apache.commons.math3.distribution.ChiSquaredDistributionTest:testDensity,0.02
org.apache.commons.math3.optimization.fitting.HarmonicFitterTest:testTinyVariationsData,0.02
org.apache.commons.math3.ml.distance.ChebyshevDistanceTest:testZero,0.038
org.apache.commons.math3.optimization.direct.BOBYQAOptimizer:bobyqa,0.02
org.apache.commons.math3.optimization.direct.BOBYQAOptimizer:bobyqb,0.24
org.apache.commons.math.optimization.linear.AbstractLinearOptimizer:<init>,0
org.apache.commons.math3.stat.regression.SimpleRegression:getInterceptStdErr,0.19
org.apache.commons.math3.optim.nonlinear.scalar.MultivariateFunctionPenaltyAdapterTest:testUnbounded,0.038
org.spaceroots.mantissa.estimation.LevenbergMarquardtEstimatorTest:testTrivial,0
org.apache.commons.math3.stat.descriptive.AbstractStorelessUnivariateStatistic:hashCode,0.309
org.apache.commons.math.optimization.fitting.PolynomialFitter:value,0
org.apache.commons.math.ode.nonstiff.ClassicalRungeKuttaStepInterpolatorTest:serialization,0
org.apache.commons.math3.linear.Array2DRowRealMatrixTest:testSetRow,0.03
org.apache.commons.math.ode.sampling.StepInterpolatorTestUtils:checkDerivativesConsistency,0
org.apache.commons.math3.ode.sampling.AbstractStepInterpolator:evaluateCompleteInterpolatedState,0.05
org.apache.commons.math.complex.Complex:nthRoot,0
