ComponentName,FaultProbability
org.spaceroots.mantissa.ode.GillIntegrator:getName,0
org.apache.commons.math3.ode.sampling.StepNormalizer:isNextInStep,0.065
org.apache.commons.math.complex.ComplexMathTest:testCosNaN,0
org.apache.commons.math.fraction.FractionFormatTest:testLongFormat,0
org.apache.commons.math.optimization.fitting.HarmonicFunction:derivative,0
org.apache.commons.math3.optimization.BaseMultivariateMultiStartOptimizer:optimize,0.02
org.apache.commons.math3.complex.ComplexTest:testDivideImaginary,0.065
org.apache.commons.math3.optimization.general.CircleScalar:distance,0.038
org.apache.commons.math3.analysis.solvers.RiddersSolverTest:testParameters,0.02
org.apache.commons.math3.stat.descriptive.moment.VectorialCovariance:<init>,0.06
org.apache.commons.math.util.MathUtilsTest:testLcm,0.01
org.apache.commons.math3.linear.BlockRealMatrixTest:getCount,0.309
org.apache.commons.math3.optim.linear.Relationship:oppositeRelationship,0.038
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest:Rastrigin,0.038
org.apache.commons.math.ExpandableDoubleArray:setStartIndex,0
org.apache.commons.math3.random.ValueServer:getEmpiricalDistribution,0.309
org.apache.commons.math3.ode.ExpandableStatefulODE:setSecondaryState,0.02
org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizer:findUpperBound,0.03
org.apache.commons.math3.fraction.BigFractionFormat:parse,0.02
org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDSTest:checkVector,0.038
org.apache.commons.math3.distribution.WeibullDistributionTest:testMoments,0.04
org.apache.commons.math.MathException:getPattern,0.01
org.apache.commons.math3.geometry.euclidean.threed.RotationDSTest:testIssue639,0.038
org.apache.commons.math.linear.ArrayRealVectorTest:testCombineToSelfPreconditionArray,0
org.apache.commons.math3.primes.PrimesTest:testPrimeFactors,0.038
org.apache.commons.math3.linear.IterativeLinearSolverEvent:getResidual,0.309
org.apache.commons.math.linear.SparseRealVectorTest:mapAbs,0
org.apache.commons.math3.geometry.euclidean.threed.Vector3DDSTest:testCrossProduct,0.038
org.apache.commons.math3.geometry.euclidean.oned.IntervalTest:testInfinite,0.038
org.apache.commons.math.analysis.interpolation.LoessInterpolatorTest:testNonStrictlyIncreasing,0
org.apache.commons.math3.optimization.univariate.BaseAbstractUnivariateOptimizer:computeObjectiveValue,0.13
org.apache.commons.math.analysis.minimization.BrentMinimizer:minimize,0
org.apache.commons.math3.ml.clustering.DBSCANClusterer:cluster,0.038
org.apache.commons.math.stat.inference.ChiSquareTestImpl:setDistribution,0
org.apache.commons.math.linear.SparseRealVector:mapSubtract,0
org.apache.commons.math.stat.univariate.UnivariateImplTest:testProductAndGeometricMean,0
org.apache.commons.math3.stat.inference.TestUtilsTest:testGTestIndependance,0.038
org.apache.commons.math3.dfp.DfpTest:testCompare,0.27
org.apache.commons.math3.geometry.euclidean.threed.SphericalCoordinates:<init>,0.038
org.apache.commons.math.linear.ArrayRealVector:mapLog,0
org.apache.commons.math.genetics.FixedGenerationCountTest:getPopulationSize,0
org.apache.commons.math3.linear.SingularValueDecompositionTest:testVOrthogonal,0.065
org.spaceroots.mantissa.estimation.LevenbergMarquardtEstimatorTest:testQRColumnsPermutation,0
org.apache.commons.math.genetics.ChromosomeTest:testCompareTo,0
org.apache.commons.math.genetics.RandomKey:decode,0
org.apache.commons.math3.geometry.euclidean.threed.Vector3DDSTest:testOrthogonal,0.038
org.apache.commons.math.stat.descriptive.SynchronizedDescriptiveStatistics:getN,0
org.apache.commons.math3.analysis.function.SincTest:testShortcut,0.02
org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest:value,0.038
org.apache.commons.math3.ode.MultistepIntegrator:start,0.02
org.apache.commons.math.analysis.solvers.LaguerreSolver:solve,0
org.apache.commons.math3.linear.RealVector:walkInOptimizedOrder,0.329
org.apache.commons.math3.stat.descriptive.MultivariateSummaryStatistics:getCovariance,0.309
org.apache.commons.math3.special.ErfTest:testErfcInv,0.038
org.apache.commons.math3.geometry.euclidean.twod.Segment:<init>,0.065
org.apache.commons.math3.linear.RealMatrixFormatAbstractTest:tesNegativeInfinity,0.038
org.apache.commons.math.analysis.polynomials.PolynomialFunction:add,0
org.apache.commons.math.distribution.ZipfDistributionImpl:setNumberOfElementsInternal,0
org.apache.commons.math3.distribution.NormalDistribution:inverseCumulativeProbability,0.038
org.apache.commons.math3.primes.PrimesTest:sum,0.038
org.apache.commons.math.linear.SparseRealVector:getEntries,0
org.apache.commons.math.linear.SparseRealVectorTest:mapAcosToSelf,0
org.apache.commons.math3.optimization.SimpleBounds:<init>,0.038
org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest:testOneSet,0
org.apache.commons.math3.linear.EigenDecomposition:hasComplexEigenvalues,0.038
org.apache.commons.math3.linear.BiDiagonalTransformer:transformToLowerBiDiagonal,0.02
org.apache.commons.math3.optim.univariate.SearchInterval:getMin,0.038
org.apache.commons.math3.exception.NoDataException:<init>,0.309
org.apache.commons.math.complex.Complex:hashCode,0
org.spaceroots.mantissa.ode.FirstOrderConverterTest:testDoubleDimension,0
org.apache.commons.math3.stat.regression.GLSMultipleLinearRegression:calculateErrorVariance,0.5
org.apache.commons.math3.random.RandomGeneratorAbstractTest:testNextLong2,0.24
org.apache.commons.math.distribution.ExponentialDistributionTest:testInverseCumulativeProbability900,0
org.apache.commons.math.geometry.euclidean.threed.Vector3DFormat:getAvailableLocales,0
org.apache.commons.math.stat.descriptive.moment.SecondMomentTest:<init>,0
org.apache.commons.math.distribution.ChiSquareDistributionTest:<init>,0
org.apache.commons.math.geometry.euclidean.threeD.PolyhedronsSet:computeGeometricalProperties,0
org.apache.commons.math.ode.DormandPrince54StepInterpolator:doCopy,0
org.apache.commons.math.RealMatrixImpl:isSquare,0
org.apache.commons.math3.transform.FastSineTransformerTest:getRelativeTolerance,0.309
org.apache.commons.math3.stat.descriptive.summary.Product:copy,0.19
org.apache.commons.math.analysis.UnivariateRealSolverFactoryImplTest:testNewBrentSolverNull,0
org.apache.commons.math3.stat.inference.TTest:tTest,0.13
org.apache.commons.math.stat.regression.AbstractMultipleLinearRegression:validateSampleData,0.01
org.apache.commons.math.linear.ConjugateGradient:getRightHandSideVector,0.236
org.apache.commons.math3.util.OpenIntToFieldTest:testPutAbsentOnExisting,0.05
org.apache.commons.math3.stat.Frequency:clear,0.309
org.apache.commons.math3.distribution.DiscreteIntegerDistribution:sample,0.038
org.apache.commons.math.stat.descriptive.SummaryStatisticsTest:testN0andN1Conditions,0
org.spaceroots.mantissa.geometry.ImmutableVector3DTest:<init>,0
org.apache.commons.math.analysis.minimization.UnivariateRealMinimizerImpl:getResult,0
org.apache.commons.math3.analysis.polynomials.PolynomialsUtilsTest:checkOrthogonality,0.03
org.apache.commons.math3.genetics.UniformCrossoverTest:testCrossoverDimensionMismatchException,0.01
org.apache.commons.math.optimization.fitting.CurveFitter:addObservedPoint,0
org.apache.commons.math.distribution.AbtractIntegerDistributionTest:getDomainLowerBound,0.01
org.apache.commons.math.linear.RealVectorFormat:parseObject,0
org.apache.commons.math.stat.descriptive.DescriptiveStatistics:getMaxImpl,0
org.apache.commons.math3.ml.clustering.DBSCANClusterer:getEps,0.038
org.apache.commons.math3.linear.RealVectorAbstractTest:doTestProjection,0.038
org.apache.commons.math.genetics.FixedGenerationCount:<init>,0
org.apache.commons.math.distribution.ExponentialDistributionTest:testCumulativeProbabilityExtremes,0
org.apache.commons.math3.optimization.SimplePointCheckerTest:testIterationCheckPrecondition,0.038
org.apache.commons.math.ode.NordsieckTransformer:updateHighOrderDerivativesPhase1,0
org.apache.commons.math.ode.NordsieckTransformer:updateHighOrderDerivativesPhase2,0
org.apache.commons.math.linear.EigenDecompositionImpl:computeGershgorinCircles,0
org.apache.commons.math.linear.SparseRealVector:mapCeil,0
org.apache.commons.math.linear.DenseFieldMatrix:setColumn,0
org.apache.commons.math.stat.ranking.NaturalRanking:getValue,0
org.apache.commons.math3.util.IncrementorTest:testCanIncrement2,0.02
org.apache.commons.math.random.NotPositiveDefiniteMatrixException:UniformRandomGeneratorTest,0
org.apache.commons.math3.distribution.GammaDistributionTest:testMath753Shape8,0.038
org.apache.commons.math3.util.IncrementorTest:testCanIncrement1,0.03
org.apache.commons.math.fraction.BigFractionTest:testNegate,0
org.spaceroots.mantissa.ode.DormandPrince54IntegratorTest:requiresDenseOutput,0
org.apache.commons.math.stat.regression.SimpleRegressionTest:testNorris,0
org.apache.commons.math3.linear.BlockRealMatrixTest:testCopySubMatrix,0.02
org.apache.commons.math.distribution.CauchyDistributionImpl:setScaleInternal,0
org.apache.commons.math.linear.OpenMapRealVector:outerproduct,0
org.apache.commons.math3.distribution.IntegerDistributionAbstractTest:setInverseCumulativeTestPoints,0.309
org.apache.commons.math.stat.descriptive.SynchronizedMultivariateSummaryStatistics:setMaxImpl,0
org.spaceroots.mantissa.ode.TestProblem3:<init>,0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:setSumLogImpl,0
org.apache.commons.math.geometry.partitioning.Region:setBarycenter,0
org.apache.commons.math.ode.nonstiff.AdamsBashforthIntegratorTest:testMinStep,0
org.apache.commons.math3.analysis.interpolation.SplineInterpolatorTest:verifyInterpolation,0.065
org.apache.commons.math3.dfp.Dfp:isZero,0.02
org.apache.commons.math.util.MathUtilsTest:testArrayEqualsIncludingNaN,0.01
org.apache.commons.math.geometry.partitioning.Region:recurseComplement,0
org.apache.commons.math.genetics.FixedGenerationCountTest:testIsSatisfied,0
org.apache.commons.math3.analysis.polynomials.PolynomialsUtilsTest:testFirstChebyshevPolynomials,0.03
org.apache.commons.math3.linear.CholeskySolverTest:testDeterminant,0.309
org.apache.commons.math.stat.regression.SimpleRegressionTest:setUp,0
org.apache.commons.math.optimization.linear.LinearConstraint:hashCode,0
org.apache.commons.math3.distribution.MultivariateNormalMixtureModelDistributionTest:testWeightSumOverFlow,0.038
org.apache.commons.math3.optim.nonlinear.vector.MultiStartMultivariateVectorOptimizerTest:LinearProblem,0.038
org.apache.commons.math3.stat.inference.TestUtils:pairedTTest,0.309
org.spaceroots.mantissa.algebra.RationalNumber:invertSelf,0
org.apache.commons.math3.optim.nonlinear.scalar.MultivariateFunctionPenaltyAdapterTest:getUpper,0.038
org.apache.commons.math.linear.DenseRealMatrixTest:suite,0
org.apache.commons.math.distribution.GammaDistributionTest:testInverseCumulativeProbabilityExtremes,0
org.apache.commons.math.stat.descriptive.moment.Kurtosis:copy,0
org.apache.commons.math.analysis.minimization.BrentMinimizer:<init>,0
org.apache.commons.math.stat.univariate.moment.Mean:getN,0
org.apache.commons.math3.ode.JacobianMatricesTest:dYdP1,0.309
org.apache.commons.math3.ode.JacobianMatricesTest:dYdP0,0.309
org.apache.commons.math.linear.SparseRealVector:setEntry,0.002
org.apache.commons.math.linear.DenseRealMatrix:operate,0
org.apache.commons.math.linear.SparseRealVectorTest:mapRintToSelf,0
org.apache.commons.math3.random.ISAACTest:makeGenerator,0.309
org.apache.commons.math.distribution.ExponentialDistribution:calculateNumericalVariance,0
org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest:testNullIntervalCheck,0.05
org.spaceroots.mantissa.ode.RungeKuttaFehlbergIntegrator:getMaxGrowth,0
org.apache.commons.math3.ode.nonstiff.AdamsIntegrator:updateHighOrderDerivativesPhase2,0.309
org.apache.commons.math3.ode.nonstiff.AdamsIntegrator:updateHighOrderDerivativesPhase1,0.309
org.apache.commons.math3.optimization.direct.SimplexOptimizer:parseOptimizationData,0.038
org.apache.commons.math.random.BitsStreamGenerator:nextBytes,0
org.apache.commons.math3.linear.ArrayRealVectorTest:append,0.309
org.apache.commons.math.util.MathUtilsTest:test0Choose0,0.02
org.apache.commons.math.stat.DescriptiveStatisticsTest:testPercentiles,0
org.apache.commons.math3.exception.NotANumberException:<init>,0.038
org.apache.commons.math3.util.FastMathTest:testCosAccuracy,0.03
org.apache.commons.math.linear.ArrayFieldVector:<init>,0
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.BOBYQAOptimizerTest:testCigar,0.038
org.apache.commons.math.distribution.HypergeometricDistributionImpl:setPopulationSizeInternal,0
org.apache.commons.math.ode.sampling.NordsieckStepInterpolator:start,0
org.apache.commons.math.random.Well1024aTest:testGaussian,0
org.apache.commons.math.stat.univariate.summary.SumOfLogs:internalClear,0
org.apache.commons.math3.linear.RealVector:projection,0.309
org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolatorTest:testZero,0.038
org.apache.commons.math3.linear.PreconditionedIterativeLinearSolver:checkParameters,0.06
org.apache.commons.math3.distribution.DiscreteRealDistribution:getNumericalVariance,0.038
org.apache.commons.math.stat.univariate.StorelessUnivariateStatisticAbstractTest:testMomentSmallSamples,0
org.apache.commons.math.linear.SparseFieldVector:ebeMultiply,0
org.apache.commons.math3.ode.sampling.StepNormalizerOutputTest:getExpMulRev,0.065
org.apache.commons.math3.stat.descriptive.SummaryStatisticsTest:testOverrideGeoMeanWithMathClass,0.05
org.apache.commons.math3.complex.ComplexTest:testAbsNaN,0.065
org.apache.commons.math3.stat.clustering.EuclideanDoublePointTest:testSerial,0.038
org.apache.commons.math3.linear.LUDecompositionTest:testMatricesValues1,0.02
org.apache.commons.math3.linear.LUDecompositionTest:testMatricesValues2,0.02
org.apache.commons.math3.stat.clustering.DBSCANClustererTest:testGetMinPts,0.038
org.apache.commons.math3.complex.ComplexUtilsTest:altPolar,0.309
org.apache.commons.math3.util.FastMath:ceil,0.02
org.apache.commons.math3.linear.Array2DRowRealMatrixTest:testToString,0.13
org.apache.commons.math3.geometry.euclidean.oned.Interval:getMidPoint,0.309
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:verifyBracketing,0
org.apache.commons.math.estimation.GaussNewtonEstimator:linearEstimate,0
org.apache.commons.math.ode.NordsieckTransformerTest:testInverseWithoutDerivatives,0
org.apache.commons.math.util.MathUtilsTest:testScalb,0
org.apache.commons.math3.distribution.UniformRealDistribution:sample,0.309
org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDfpTest:testRevert,0.038
org.apache.commons.math.util.OpenIntToDoubleHashMap:changeIndexSign,0
org.apache.commons.math3.geometry.euclidean.twod.Segment:getEnd,0.309
org.apache.commons.math.complex.ComplexTest:TestComplex,0
org.apache.commons.math.distribution.HypergeometricDistributionTest:testPopulationSize,0
org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest:testPrimitiveMultiply,0.038
org.apache.commons.math3.linear.RealVectorAbstractTest:testGetLInfDistanceSameType,0.038
org.apache.commons.math.analysis.interpolation.UnivariateRealPeriodicInterpolatorTest:testMoreThanOnePeriodCoverage,0
org.apache.commons.math.optimization.MultiStartScalarDifferentiableOptimizer:setMaxIterations,0
org.apache.commons.math3.linear.RealVector:setValue,0.309
org.apache.commons.math3.analysis.polynomials.PolynomialFunction:gradient,0.05
org.apache.commons.math3.linear.ArrayFieldVector:checkVectorDimensions,0.065
org.apache.commons.math.estimation.MinpackTest:MinpackFunction,0
org.apache.commons.math3.linear.SymmLQ:bEqualsNullVector,0.379
org.apache.commons.math.ode.nonstiff.GillStepInterpolator:computeInterpolatedState,0
org.spaceroots.mantissa.estimation.WeightedMeasurementTest:setUp,0
org.apache.commons.math3.complex.Quaternion:isPureQuaternion,0.038
org.apache.commons.math.linear.AbstractRealMatrix:getColumnVector,0
org.apache.commons.math.ode.MultistepIntegrator:setMinReduction,0
org.apache.commons.math.ode.GillIntegratorTest:testBigStep,0
org.apache.commons.math3.geometry.euclidean.threed.RotationDSTest:createAngle,0.038
org.apache.commons.math.stat.clustering.KMeansPlusPlusClusterer:<init>,0
org.apache.commons.math3.geometry.euclidean.twod.NestedLoops:correctOrientation,0.065
org.apache.commons.math.linear.FieldVectorImplTest:suite,0
org.apache.commons.math3.analysis.differentiation.DerivativeStructure:sinh,0.038
org.apache.commons.math.linear.RealVectorImplTest:mapAdd,0
org.apache.commons.math3.linear.RealVector:getDistance,0.12
org.apache.commons.math.ode.NordsieckTransformer:convertMWDtNtoMtN,0
org.apache.commons.math3.util.OpenIntToDoubleHashMap:containsKey,0.309
org.apache.commons.math3.util.ResizableDoubleArray:setExpansionMode,0.03
org.apache.commons.math3.stat.descriptive.MultivariateSummaryStatistics:checkEmpty,0.06
org.apache.commons.math3.optim.univariate.UnivariateOptimizer:<init>,0.038
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:inverseCumulativeProbability,0
org.apache.commons.math.stat.univariate.moment.SecondMoment:internalClear,0
org.spaceroots.mantissa.ode.GillIntegratorTest:testBigStep,0
org.apache.commons.math3.linear.SparseRealVectorTest:testPredicates,0.17
org.apache.commons.math3.stat.inference.GTestTest:testGTestIndependance1,0.038
org.apache.commons.math3.distribution.HypergeometricDistributionTest:makeDistribution,0.309
org.apache.commons.math.fraction.Fraction:compareTo,0
org.apache.commons.math.ode.nonstiff.MidpointIntegratorTest:requiresDenseOutput,0
org.apache.commons.math3.util.PairTest:MyInteger,0.196
org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegratorTest:testNullIntervalCheck,0.13
org.apache.commons.math3.linear.DiagonalMatrixTest:testSubtract,0.038
org.apache.commons.math3.AbstractExtendedFieldElementTest:testMultiplyField,0.038
org.apache.commons.math3.stat.inference.GTestTest:testGTestIndependance3,0.038
org.apache.commons.math3.stat.descriptive.SynchronizedSummaryStatisticsTest:createSummaryStatistics,0.309
org.apache.commons.math.linear.AbstractRealMatrix:solve,0
org.apache.commons.math.random.AbstractRandomGeneratorTest:testNextInt2,0
org.apache.commons.math.RealMatrixImplTest:testGetVectors,0
org.apache.commons.math.linear.RealVectorImpl:getLInfDistance,0
org.apache.commons.math3.util.BigRealTest:testDoubleValue,0.309
org.apache.commons.math3.dfp.Dfp:log10K,0.309
org.apache.commons.math.util.ArithmeticsUtils:factorialLog,0
org.apache.commons.math.util.ResizableDoubleArrayTest:testDiscard,0
org.apache.commons.math3.stat.correlation.PearsonsCorrelationTest:testConstant,0.065
org.apache.commons.math3.optim.AbstractConvergenceChecker:getRelativeThreshold,0.038
org.apache.commons.math3.util.ResizableDoubleArray:<init>,0.095
org.apache.commons.math3.optim.nonlinear.scalar.MultivariateFunctionMappingAdapter:LowerUpperBoundMapper,0.038
org.apache.commons.math3.linear.RealVectorTest:testIsNaN,0.184
org.apache.commons.math3.optimization.fitting.CurveFitter:<init>,0.095
org.apache.commons.math3.ml.distance.CanberraDistance:compute,0.038
org.apache.commons.math.linear.RealVectorImpl:mapTanhToSelf,0
org.apache.commons.math3.distribution.IntegerDistributionAbstractTest:verifyDensities,0.19
org.apache.commons.math.geometry.euclidean.oneD.Interval:<init>,0.005
org.apache.commons.math.distribution.FDistributionTest:setup,0
org.apache.commons.math.complex.ComplexFormatTest:testGetRealFormat,0
org.apache.commons.math.linear.FieldMatrixImplTest:testTranspose,0
org.apache.commons.math3.linear.BlockFieldMatrix:add,0.02
org.apache.commons.math3.ode.nonstiff.MidpointIntegratorTest:computeDerivatives,0.309
org.apache.commons.math3.linear.ArrayRealVector:setSubVector,0.13
org.apache.commons.math3.random.RandomGeneratorAbstractTest:testNextSecureLongIAE,0.019
org.spaceroots.mantissa.ode.ThreeEighthesStepInterpolator:<init>,0
org.apache.commons.math.linear.FieldMatrixImplTest:testDimensions,0
org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiator:getNbPoints,0.038
org.apache.commons.math3.stat.descriptive.MultivariateSummaryStatisticsTest:clear,0.095
org.apache.commons.math3.geometry.partitioning.AbstractRegion:getBarycenter,0.06
org.apache.commons.math.stat.descriptive.DescriptiveStatistics:getVarianceImpl,0
org.apache.commons.math.analysis.PolynomialFunctionLagrangeForm:<init>,0
org.apache.commons.math3.util.FastMathTest:testSignumFloat,0.19
org.apache.commons.math.linear.Array2DRowRealMatrixTest:testNorm,0
org.apache.commons.math.linear.BlockFieldMatrixTest:testPremultiplyVector,0
org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest:getModelFunctionJacobian,0.038
org.apache.commons.math.stat.descriptive.MultivariateSummaryStatistics:setMinImpl,0
org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest:testMinpackJennrichSampson,0.038
org.apache.commons.math3.analysis.interpolation.LoessInterpolator:nextNonzero,0.19
org.apache.commons.math3.util.ArithmeticUtils:mulAndCheck,0.02
org.apache.commons.math.linear.AbstractFieldMatrix:getTrace,0
org.apache.commons.math.stat.regression.GLSMultipleLinearRegression:getOmegaInverse,0
org.apache.commons.math.ValueServerTest:<init>,0
org.apache.commons.math.distribution.AbstractRealDistribution:probability,0
org.spaceroots.mantissa.ode.TestProblem4:<init>,0
org.apache.commons.math3.distribution.PoissonDistribution:nextPoisson,0.038
org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest:Circle,0
org.apache.commons.math.linear.RealVectorFormatAbstractTest:setUp,0
org.apache.commons.math.linear.SparseRealVector:fromDoubleArray,0
org.apache.commons.math.stat.univariate.DescriptiveStatisticsImpl:clear,0
org.spaceroots.mantissa.estimation.GaussNewtonEstimator:<init>,0
org.apache.commons.math3.geometry.partitioning.AbstractRegion:setSize,0.309
org.apache.commons.math.stat.DescriptiveStatistics:newInstance,0
org.apache.commons.math3.stat.descriptive.rank.PercentileTest:testSpecialValues,0.03
org.apache.commons.math3.geometry.euclidean.threed.LineTest:testIntersection,0.03
org.apache.commons.math3.complex.ComplexTest:testMultiplyNaNInf,0.02
org.apache.commons.math.optimization.direct.MultiDirectionalTest:testPowell,0
org.apache.commons.math3.optim.nonlinear.scalar.ObjectiveFunctionGradient:<init>,0.038
org.apache.commons.math3.geometry.euclidean.twod.Line:getAngle,0.309
org.apache.commons.math.linear.ArrayRealVector:mapExpm1,0
org.apache.commons.math3.linear.RealMatrixFormatAbstractTest:<init>,0.038
org.apache.commons.math.linear.SparseRealVectorTest:dotProduct,0
org.apache.commons.math.geometry.euclidean.oneD.Point1D:getAbscissa,0.046
org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer:getResult,0
org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest:testNegate,0.038
org.apache.commons.math.linear.SparseRealVectorTest:mapSinToSelf,0
org.apache.commons.math.optimization.MultiStartVectorialDifferentiableOptimizer:getMaxIterations,0
org.apache.commons.math.linear.RealVectorImpl:mapSignumToSelf,0
org.apache.commons.math.ode.nonstiff.EulerIntegratorTest:testSmallStep,0
org.apache.commons.math3.distribution.AbstractRealDistributionTest:density,0.02
org.apache.commons.math3.linear.RealVectorFormatAbstractTest:testParseSimpleWithDecimalsTrunc,0.03
org.apache.commons.math.distribution.ZipfDistributionTest:makeCumulativeTestValues,0
org.apache.commons.math.ExpandableDoubleArray:addElementRolling,0
org.apache.commons.math3.geometry.euclidean.twod.SubLineTest:testIntersectionInsideBoundary,0.06
org.apache.commons.math3.geometry.partitioning.AbstractRegion:applyTransform,0.309
org.apache.commons.math.stat.correlation.Covariance:computeCovariance,0
org.apache.commons.math.estimation.MinpackTest:KowalikOsborneFunction,0
org.apache.commons.math.util.ResizableDoubleArray:getValues,0
org.apache.commons.math3.analysis.solvers.LaguerreSolver:solveComplex,0.038
org.apache.commons.math3.linear.Array2DRowRealMatrixTest:columnToVector,0.19
org.apache.commons.math.ode.RungeKuttaIntegrator:<init>,0
org.spaceroots.mantissa.geometry.Rotation:applyInverseTo,0
org.apache.commons.math3.stat.inference.TestUtils:oneWayAnovaFValue,0.309
org.apache.commons.math3.analysis.function.Logit:<init>,0.095
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtilsTest:testBracketEndpointRoot,0
org.apache.commons.math3.stat.regression.MillerUpdatingRegression:getDiagonalOfHatMatrix,0.02
org.apache.commons.math.optimization.fitting.PolynomialFitterTest:checkUnsolvableProblem,0
org.spaceroots.mantissa.geometry.Vector3DTest:testCoordinates,0
org.apache.commons.math.fraction.BigFractionTest:testBigDecimalValue,0
org.apache.commons.math3.linear.SparseRealVectorTest:mapSubtractToSelf,0.309
org.apache.commons.math3.stat.clustering.EuclideanIntegerPoint:getPoint,0.309
org.apache.commons.math3.linear.SymmLQ:hasConverged,0.379
org.apache.commons.math.optimization.fitting.HarmonicFitterTest:testInitialGuess,0
org.apache.commons.math.geometry.euclidean.oneD.IntervalsSet:asList,0.005
org.apache.commons.math.stat.descriptive.SummaryStatistics:setVarianceImpl,0
org.apache.commons.math.stat.univariate.DescriptiveStatistics:newInstance,0
org.spaceroots.mantissa.ode.DormandPrince54Integrator:<init>,0
org.apache.commons.math.linear.SparseFieldVector:outerProduct,0
org.apache.commons.math.ode.EulerIntegratorTest:testBigStep,0
org.apache.commons.math.linear.BlockFieldMatrixTest:suite,0
org.apache.commons.math.distribution.PoissonDistributionTest:<init>,0
org.apache.commons.math3.linear.RealMatrixFormat:getAvailableLocales,0.038
org.apache.commons.math.ode.HighamHall54IntegratorTest:testDimensionCheck,0
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:computeObjectiveValue,0.13
org.apache.commons.math3.optimization.direct.SimplexOptimizerNelderMeadTest:testMinimize2,0.02
org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizerTest:testRedundantEquations,0.04
org.apache.commons.math3.analysis.interpolation.LoessInterpolatorTest:testInsufficientBandwidth,0.095
org.apache.commons.math.estimation.LevenbergMarquardtEstimatorTest:testNoDependency,0
org.apache.commons.math3.analysis.differentiation.DerivativeStructure:add,0.038
org.apache.commons.math.util.MathUtilsTest:testSubAndCheck,0.03
org.apache.commons.math.geometry.Rotation:getAngles,0
org.apache.commons.math3.optim.nonlinear.vector.MultivariateVectorOptimizer:getTargetSize,0.038
org.apache.commons.math.geometry.Vector3DTest:testNorm,0.01
org.apache.commons.math.random.RandomDataTest:suite,0
org.apache.commons.math3.random.AbstractRandomGenerator:nextLong,0.309
org.apache.commons.math.complex.ComplexFieldTest:testZero,0
org.apache.commons.math.optimization.ScalarPointValuePair:<init>,0
org.apache.commons.math3.linear.SparseRealVectorTest:iterator,0.309
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:followLoop,0.02
org.apache.commons.math3.analysis.function.Log10:value,0.309
org.apache.commons.math3.linear.RRQRDecomposition:getP,0.038
org.apache.commons.math3.util.PrecisionTest:testEqualsWithRelativeTolerance,0.038
org.apache.commons.math.linear.ArrayRealVector:mapCeil,0
org.apache.commons.math3.ode.events.EventFilterTest:resetState,0.038
org.apache.commons.math.stat.descriptive.SummaryStatisticsTest:testEqualsAndHashCode,0
org.apache.commons.math3.linear.SparseFieldVector:checkIndex,0.065
org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolver:guessX,0.02
org.apache.commons.math3.geometry.partitioning.RegionFactory:difference,0.06
org.apache.commons.math3.analysis.solvers.SecantSolver:<init>,0.309
org.apache.commons.math.util.BigReal:<init>,0
org.apache.commons.math3.stat.inference.TTestTest:testOneSampleTTest,0.02
org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizerTest:testTwoSets,0.02
org.apache.commons.math.linear.NonPositiveDefiniteLinearOperatorException:<init>,0
org.apache.commons.math3.distribution.CauchyDistributionTest:makeCumulativeTestPoints,0.065
org.apache.commons.math.stat.correlation.PearsonsCorrelation:covarianceToCorrelation,0
org.apache.commons.math.ode.GraggBulirschStoerStepInterpolator:computeInterpolatedState,0
org.apache.commons.math3.ode.MultistepIntegrator:handleStep,0.02
org.apache.commons.math3.optim.nonlinear.vector.jacobian.AbstractLeastSquaresOptimizerAbstractTest:testNonInvertible,0.038
org.apache.commons.math3.distribution.ExponentialDistribution:getSupportUpperBound,0.309
org.apache.commons.math3.util.TestBean:getY,0.309
org.apache.commons.math.linear.RealVectorImpl:ebeMultiply,0
org.apache.commons.math3.distribution.AbstractRealDistribution:sample,0.02
